User,Position,Name,Artist,Length,Year,Popularity,Top popularity,Album name,Album year,Artist location,Artist lat,Artist lon,Artist discovery,Artist familiarity,Artist hotttnesss,Song discovery,Song hotttnesss,Acousticness,Danceability,Energy,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time signature,Valence
carljwood,6,Henrietta,Yeasayer,278.51,2012,0.18000,0.57,Henrietta,2012,"Brooklyn, New York, NY, US",40.6551,-73.9489,0.423255975487,0.616186,0.608258,0.045629668821,0.368036,0.128417,0.505092,0.887771,3,0.111908,-5.321,1,0.065284,83.997,4,0.198272
carljwood,7,Bad Girls,Blood Orange,251.026,2011,0.48000,0.49,Dinner,2012,"Brooklyn, New York, NY, US",40.6551,-73.9489,0.569666785832,0.565592,0.75462,0.0321527602417,0.402089,0.026347,0.68522,0.665025,0,0.043554,-5.984,1,0.042199,160.018,4,0.408698
carljwood,8,If I Could Change Your Mind,Haim,230.453,2013,0.71000,0.71,Days Are Gone,2013,"Los Angeles, California",35.187133,-117.885359,0.64358238003,0.591456,0.888086,0.121628914587,0.547921,0.023444,0.671368,0.847798,2,0.087495,-5.562,0,0.043961,125.046,4,0.767931
carljwood,9,Lost,Frank Ocean,234.093,2012,0.77000,0.77,channel ORANGE,2012,"Los Angeles, CA, US",34.0535,-118.245,0.554587468742,0.630671,0.816833,0.0529711530764,0.526877,0.029382,0.90765,0.613286,10,0.166468,-4.976,0,0.211283,123.063,4,0.515716
carljwood,10,Sigh No More (feat. Maurissa Tancharoen & Jed Whedon),Joss Whedon,156.746,2013,0.41000,0.41,Much Ado About Nothing (Original Score),2013,"New York, NY, US",40.7146,-74.0071,0.435526266243,0.483473,0.51088,0.0150266815783,0.220496,0.85342,0.793663,0.188275,7,0.10413,-19.766,1,0.035163,105.983,4,0.510715
carljwood,11,Old Love / New Love,Twin Shadow,233.066,2013,0.68000,0.68,"The Music of Grand Theft Auto V, Vol. 1: Original Music",2013,"Brooklyn, NY",40.694481,-73.989319,0.55093903683,0.560326,0.723895,0.119127707441,0.524707,0.267146,0.595658,0.687515,1,0.104031,-6.072,1,0.14266,116.104,4,0.422457
carljwood,12,These Chains,Hot Chip,255.6,2012,0.50000,0.53,In Our Heads,2012,"London, England, GB",51.5063,-0.12714,0.378934214812,0.703882,0.639471,0.0325710473936,0.385599,0.036863,0.665691,0.634092,10,0.116267,-11.6,0,0.036345,125.981,4,0.427866
carljwood,13,We Built This City,Starship,296.08,1985,0.70000,0.7,Knee Deep In The Hoopla,1985,"Cairo, GA, US",30.8783,-84.2082,0.434244646444,0.549269,0.560997,0.0300649750174,0.518556,0.073384,0.672065,0.890362,5,0.074295,-5.248,1,0.041077,144.397,4,0.686791
carljwood,14,Out Of Touch - Remastered,Daryl Hall & John Oates,246.653,1984,0.60000,0.6,Hall & Oates,2006,"Philadelphia, PA, US",39.9523,-75.1624,0.380663886916,0.708334,0.648236,0.00312363413412,0.434671,0.036998,0.801945,0.712067,9,0.089874,-7.151,0,0.033531,114.835,4,0.902922
carljwood,15,Sidewalk Safari,Chairlift,229.333,2011,0.36000,0.54,Something,2012,"Boulder, CO, US",40.0157,-105.279,0.439664924079,0.582828,0.598384,0.0,0.360703,0.058183,0.57234,0.647179,6,0.148313,-14.733,0,0.039287,87.679,4,0.699016
carljwood,16,Fineshrine,Purity Ring,209.76,2012,0.72000,0.72,Shrines,2012,"Edmonton Alberta, Canada",60.0,-95.0,0.532292501943,0.552111,0.690645,0.0,0.566779,0.018081,0.607247,0.739254,8,0.375156,-6.675,1,0.038481,130.027,4,0.393829
carljwood,17,Pharaohs (feat. Roses Gabor),Sbtrkt,218.146,2011,0.66000,0.66,SBTRKT,2011,"London, England",51.5072648,-0.1278328,0.464516105998,0.584551,0.633942,0.0519623413759,0.443025,0.007169,0.820053,0.511098,10,0.294451,-10.387,0,0.10883,127.007,4,0.542582
carljwood,18,Come Alive (feat. Toro y Moi),Chromeo,238.478,2013,0.58000,0.58,Come Alive,2013,"Montreal, Canada",45.5,-73.583333,0.451092270478,0.667171,0.709078,0.166414698069,0.540353,0.231308,0.844091,0.746485,5,0.073357,-5.702,0,0.038515,129.987,4,0.947942
carljwood,19,Travelling Without Moving,Jamiroquai,220.08,1996,0.38000,0.41,Travelling Without Moving,2013,"London, England, GB",51.5063,-0.12714,0.389458975567,0.703742,0.657046,0.00249498577421,0.369576,0.019901,0.669135,0.934815,1,0.150542,-11.052,0,0.059427,126.336,4,0.641446
carljwood,20,You're Not Good Enough,Blood Orange,261.36,2013,0.73000,0.73,Cupid Deluxe,2013,"Brooklyn, New York, NY, US",40.6551,-73.9489,0.569666785832,0.565592,0.75462,0.156274638647,0.505367,0.164249,0.569015,0.769564,0,0.320539,-7.04,1,0.181381,119.968,4,0.57811
carljwood,21,Just Tonight,Jimmy Eat World,206.373,2004,0.37000,0.48,Futures,2004,"Mesa, AZ, US",33.417,-111.831,0.359085421097,0.738192,0.651751,0.00537342253492,0.292219,0.000113,0.390951,0.943569,8,0.173937,-3.547,0,0.083746,172.981,4,0.679347
carljwood,22,There Goes Our Love Again,White Lies,216.067,2013,0.62000,0.62,BIG TV,2013,"London, England, GB",51.5063,-0.12714,0.416076989636,0.647276,0.630867,0.0,0.500196,0.00027,0.39071,0.840441,9,0.203896,-6.923,1,0.058057,80.973,4,0.327988
carljwood,23,Photograph,Weezer,139.666,2001,0.32000,0.51,Weezer,2001,"Los Angeles, CA, US",34.0535,-118.245,0.376514457392,0.780976,0.757265,0.0,0.382281,0.042918,0.474195,0.512156,2,0.740011,-15.817,1,0.045531,123.961,4,0.641753
carljwood,24,My Number,Foals,240.533,2012,0.81000,0.81,Holy Fire,2013,"Oxford, England, GB",51.7562,-1.25949,0.493285071615,0.680307,0.794783,0.0,0.630024,0.010285,0.663528,0.337801,9,0.239465,-20.309,1,0.035668,128.039,4,0.850654
carljwood,25,The Suffering,Coheed and Cambria,223.653,2005,0.45000,0.57,Good Apollo I'm Burning Star IV Volume One: From Fear Through The Eyes Of Madness,2005,"New York, NY, US",40.7146,-74.0071,0.385441066971,0.696388,0.640759,0.0107605416717,0.449286,0.521969,0.739118,0.504186,11,0.122189,-10.141,1,0.111195,79.363,4,0.947282
carljwood,26,Trying To Be Cool,Phoenix,229.56,2013,0.63000,0.69,Bankrupt!,2013,"Paris, Ile-de-France, FR",48.8569,2.3412,0.445489234715,0.748607,0.827908,0.0641822235832,0.559015,0.012698,0.501857,0.799864,9,0.348221,-4.23,0,0.033702,113.972,4,0.424358
carljwood,27,First Blood,Kavinsky,184.706,2013,0.52000,0.52,OutRun,2013,"Paris, Ile-de-France, FR",48.8569,2.3412,0.554198645291,0.611523,0.79026,0.0876366540243,0.329842,0.073453,0.641971,0.919567,11,0.175669,-2.763,0,0.097887,110.966,4,0.269865
carljwood,28,Instant Crush,Daft Punk,337.56,2013,0.85000,0.85,Random Access Memories,2013,"Paris, Ile-de-France, FR",48.8569,2.3412,0.391619360899,0.850086,0.971734,0.0401126848759,0.751753,0.044997,0.774706,0.589818,10,0.072312,-9.594,0,0.027137,109.946,4,0.530555
carljwood,29,Halo - Remastered,Depeche Mode,268.72,1990,0.50000,0.5,Violator,1990,"Basildon, England, GB",51.572,0.46694,0.376049210219,0.822261,0.850065,0.00120576433433,0.275968,0.885379,0.429923,0.400863,3,0.370546,-7.93,0,0.029203,111.898,4,0.124919
carljwood,30,I Owe You This,Chad Valley feat. Twin Shadow,195.0,2012,0.42000,0.42,Young Hunger,2012,,,,,,,,,,,,,,,,,,,
carljwood,31,Counting,Autre Ne Veut,221.84,2012,0.55000,0.57,Anxiety,2012,New York City,42.1497,-74.9384,0.498356749227,0.504603,0.602584,0.0839125095766,0.512864,0.02819,0.62053,0.536941,2,0.355611,-5.829,0,0.030933,79.959,4,0.310951
carljwood,32,Champagne Coast,Blood Orange,292.373,2011,0.40000,0.53,Coastal Grooves,2011,"Brooklyn, New York, NY, US",40.6551,-73.9489,0.569666785832,0.565592,0.75462,0.0384677276041,0.441818,0.021986,0.808692,0.412453,9,0.077195,-12.468,1,0.065313,122.663,4,0.765499
carljwood,33,"Hold On, We're Going Home",Drake,227.88,2013,0.93000,0.93,Nothing Was The Same,2013,"Toronto, Ontario, CA",43.6486,-79.3853,0.437252820619,0.811627,0.957098,0.0402227639509,0.726236,0.003574,0.736839,0.483779,6,0.060735,-6.74,0,0.093737,100.014,4,0.332971
quovixi,0,Take It Easy,Eagles,211.577,1972,0.63000,0.64,The Complete Greatest Hits,2003,"Los Angeles, CA, US",34.0535,-118.245,0.394526669993,0.780692,0.792909,0.0,0.237716,0.683489,0.489969,0.658783,7,0.428471,-17.307,1,0.032777,141.166,4,0.641696
quovixi,1,Right Down The Line,Gerry Rafferty,268.666,1978,0.62000,0.62,City To City,1978,"Paisley, UK",55.8481954,-4.4249329,0.450827479767,0.568846,0.600226,0.0038382161015,0.46848,0.241156,0.780659,0.323586,0,0.115418,-15.148,1,0.033868,128.225,4,0.790165
quovixi,2,It's Different For Girls,Joe Jackson,224.0,1979,0.46000,0.46,Tonight & Forever : The Joe Jackson Collection,2007,"Burton, England",51.7107439,-4.9197721,0.387231409083,0.640702,0.58036,0.00201233873862,0.352563,0.136888,0.699655,0.562993,11,0.097623,-11.608,1,0.032041,118.43,4,0.285611
quovixi,3,Gold Dust Woman,Fleetwood Mac,302.4,1975,0.55000,0.6,Rumours,2013,"London, England, GB",51.5063,-0.12714,0.407714003365,0.796046,0.853679,0.000551246586281,0.268579,0.61619,0.588141,0.536688,2,0.994199,-11.67,1,0.045454,127.552,4,0.523139
quovixi,4,She's Not There,Santana,249.146,1969,0.51000,0.52,On Your 70's Radio,2002,"San Francisco, CA, US",37.7796,-122.42,0.431452566797,0.756693,0.817125,0.00198001839963,0.38757,0.27415,0.522416,0.741896,0,0.631953,-6.142,1,0.043559,130.15,4,0.675773
quovixi,5,I Heard It Through The Grapevine,Marvin Gaye,195.266,1958,0.69000,0.69,I Heard It Through The Grapevine / In The Groove,1967,"Washington, DC, US",38.8991,-77.029,0.322232379706,0.793987,0.670898,0.00244418794794,0.49379,0.084079,0.705722,0.356097,3,0.127781,-10.957,0,0.036791,118.773,4,0.560506
quovixi,6,Grandma's Hands,Bill Withers,121.08,1971,0.64000,0.64,Just As I Am,1971,"Slab Fork, WV, US",37.6869,-81.3302,0.425180690152,0.694843,0.704663,0.00311317964801,0.429171,0.537838,0.737318,0.349218,2,0.114186,-13.168,1,0.099161,82.019,4,0.620777
quovixi,7,Sweet Love,Anita Baker,264.079,1982,0.15000,0.58,Rhino Hi-Five: Anita Baker,2007,"Detroit, MI, US",42.3317,-83.0479,0.411821824538,0.64732,0.624464,0.00320968118695,0.433796,0.395607,0.339367,0.689386,10,0.073509,-6.458,0,0.027336,178.306,4,0.686717
quovixi,8,Shame,"Evelyn ""Champagne"" King",178.213,1977,0.36000,0.47,100 Hits Of The '70s,2010,"Philadelphia, PA, US",39.9523,-75.1624,0.394497630352,0.560351,0.518362,0.0,0.426552,0.213101,0.717772,0.481189,11,0.184403,-17.726,0,0.036538,133.11,1,0.95717
quovixi,9,What A Fool Believes,The Doobie Brothers,222.706,1977,0.00000,0.62,Minute by Minute,2004,"San Jose, CA, US",37.3385,-121.886,0.385085308268,0.702844,0.64849,0.0274152026424,0.418062,0.670514,0.580125,0.747949,10,0.69538,-8.391,0,0.050399,129.068,4,0.943184
quovixi,10,The Way You Make Me Feel - 2012 Remaster,Michael Jackson,298.12,2012,0.68000,0.68,Bad 25th Anniversary,2012,,,,,,,,,,,,,,,,,,,
quovixi,11,Ghost Tonight,Chairlift,186.933,2012,0.33000,0.51,Something,2012,"Boulder, CO, US",40.0157,-105.279,0.439664924079,0.582828,0.598384,0.03829384736,0.315914,0.199406,0.618251,0.693821,7,0.433216,-8.165,1,0.171965,117.382,4,0.847889
quovixi,12,Phantom Limb,The Shins,287.533,2006,0.00000,0.66,Wincing The Night Away,2007,"Albuquerque, NM, US",35.0842,-106.649,0.408768829799,0.73577,0.737944,0.00846826119835,0.459387,0.000674,0.511973,0.864968,9,0.102081,-4.161,1,0.037181,119.869,4,0.465479
quovixi,13,Holding On for Life,Broken Bells,236.866,2013,0.79000,0.79,Holding On for Life,2013,"Los Angeles, CA, US",34.0535,-118.245,0.639252356359,0.614248,0.915691,0.0,0.694218,0.00455,0.569209,0.489803,11,0.199057,-12.762,0,0.041678,84.493,4,0.366591
quovixi,14,Madder Red,Yeasayer,243.613,2010,0.23000,0.56,ODD BLOOD,1900,"Brooklyn, New York, NY, US",40.6551,-73.9489,0.423255975487,0.616186,0.608258,0.0240601464695,0.380809,0.013146,0.446381,0.836006,4,0.121387,-8.165,0,0.039636,164.018,4,0.267616
quovixi,15,Dice,Finley Quaye,254.693,2003,0.60000,0.6,Much More Than Much Love,2003,"Edinburgh, Scotland",55.9483399,-3.1932723,0.464696142464,0.466236,0.531972,0.0199957111479,0.441679,0.089014,0.648795,0.502857,9,0.107474,-7.697,1,0.024744,111.086,4,0.325344
quovixi,16,Feeding Line,Boy & Bear,269.866,2011,0.60000,0.6,Moonfire,2011,"Sydney, New South Wales, AU",-33.8696,151.207,0.588282083775,0.533322,0.741973,0.0435869631047,0.386123,0.001129,0.642503,0.628415,6,0.12968,-6.064,0,0.026596,117.951,4,0.303017
quovixi,17,Made-Up Lovesong #43,Guillemots,220.96,2006,0.41000,0.41,Through The Windowpane,2006,"London, England, GB",51.5063,-0.12714,0.426158730635,0.546934,0.548604,0.00368664704334,0.318631,0.024204,0.30898,0.475338,1,0.295776,-9.272,1,0.035348,134.252,4,0.391671
quovixi,18,Wicked Game,Chris Isaak,286.88,2006,0.67000,0.67,Best Of Chris Isaak,2006,"Stockton, CA, US",37.9536,-121.291,0.402314999805,0.653695,0.61704,0.0257814758998,0.600476,0.68785,0.616259,0.495411,9,0.619376,-8.729,1,0.026938,114.71,4,0.284394
quovixi,19,Behind Blue Eyes - Original Album Version,The Who,221.693,1994,0.63000,0.63,Who's Next,1995,"London, England, GB",51.5063,-0.12714,0.312490459724,0.843593,0.757711,0.00187689197645,0.462815,0.184013,0.384467,0.430661,7,0.582768,-13.5,1,0.033294,126.607,4,0.351993
quovixi,20,50 Ways to Leave Your Lover,Paul Simon,208.16,1975,0.67000,0.67,The Essential Paul Simon,2010,"Newark, NJ",40.736101,-74.22509,0.35121826168,0.752246,0.658248,0.00612410106287,0.440835,0.462072,0.795366,0.14209,5,0.068782,-22.653,1,0.049437,102.126,4,0.571902
quovixi,21,May You Never,John Martyn,221.386,1973,0.51000,0.51,May You Never - The Very Best Of John Martyn,2009,"London, England, GB",51.5063,-0.12714,0.392008361309,0.629922,0.576633,0.0028880677276,0.402552,0.601124,0.650113,0.436585,7,0.682095,-16.48,1,0.039371,127.608,4,0.854358
quovixi,22,White Rabbit,Jefferson Airplane,151.4,1968,0.65000,0.65,Best Of,2007,"San Francisco, CA, US",37.7796,-122.42,0.378334725304,0.715774,0.654258,0.0124231156058,0.595797,0.81992,0.657051,0.091727,11,0.136113,-20.513,0,0.041724,114.295,4,0.37456
quovixi,23,Heaven Or Las Vegas,Cocteau Twins,298.4,1990,0.52000,0.52,Heaven Or Las Vegas (Remastered),1990,"Grangemouth, Scotland, GB",56.0116,-3.71947,0.343989637318,0.696757,0.572269,0.00871783048221,0.470892,7.9e-05,0.211157,0.793694,7,0.080088,-5.484,1,0.037665,180.137,4,0.378138
quovixi,24,Babooshka,Kate Bush,200.76,1980,0.59000,0.59,Never For Ever,1980,"Bexleyheath, London, England, GB",51.4601,0.13804,0.360180336749,0.741128,0.658055,0.00310749249908,0.488059,0.679609,0.470637,0.530738,5,0.065506,-6.65,0,0.031134,108.138,4,0.295734
quovixi,25,Near Wild Heaven,R.E.M.,199.68,1991,0.50000,0.5,Out Of Time,1991,"Athens, GA, US",33.9581,-83.3733,0.373556820323,0.797393,0.785075,0.00164065849399,0.282519,0.079025,0.584655,0.568679,2,0.25451,-10.886,1,0.026669,123.961,4,0.90317
quovixi,26,The Girl You Lost To Cocaine,Sia,160.64,2004,0.59000,0.59,Some People Have Real Problems,2008,"Adelaide, South Australia, AU",-34.9261,138.6,0.433530558879,0.731356,0.775083,0.00629749714683,0.402508,0.010347,0.679614,0.448001,11,0.067647,-13.275,0,0.051481,110.347,4,0.56851
quovixi,27,The Walk,Imogen Heap,314.066,2005,0.44000,0.47,Speak For Yourself,2005,"London, UK",51.5072648,-0.1278328,0.389277058613,0.691407,0.640811,0.0057437361626,0.360984,0.316217,0.589619,0.727981,3,0.112555,-9.497,0,0.030519,142.982,4,0.650906
quovixi,28,On Powdered Ground,Agnes Obel,247.24,2010,0.53000,0.53,Philharmonics,2010,"Copenhagen, Hovedstaden, DK",55.6763,12.5694,0.569902711537,0.568254,0.758062,0.025488877,0.404432,0.966085,0.60022,0.168022,4,0.066058,-11.602,0,0.030125,121.44,4,0.107943
quovixi,29,Alle snakker sant,Siri Nilsen,168.373,2011,0.56000,0.56,Alle snakker sant,2011,Norway,64.5565,12.6662,0.515086830307,0.394156,0.538101,0.0219103592802,0.302752,0.82814,0.749506,0.396428,7,0.097172,-9.213,0,0.042344,130.791,4,0.507141
quovixi,30,Birds of a Feather,The Civil Wars,189.16,2011,0.46000,0.56,Barton Hollow,2011,"Nashville, TN, US",36.1678,-86.7784,0.489825711699,0.608011,0.694413,0.0211005951145,0.288205,0.853655,0.513616,0.336244,7,0.094687,-10.275,1,0.029022,124.095,4,0.208268
quovixi,31,Your Rocky Spine,Great Lake Swimmers,216.453,2007,0.55000,0.58,Ongiara,2007,"Wainfleet, Ontario, CA",42.9214,-79.3706,0.438982814164,0.570653,0.586106,0.0162594562938,0.43406,0.636637,0.708035,0.422928,7,0.215834,-15.339,0,0.029736,94.36,4,0.569039
quovixi,32,Silver Lining,Rilo Kiley,216.973,2007,0.65000,0.65,Under The Blacklight,2007,"Los Angeles, CA, US",34.0535,-118.245,0.390927807446,0.658716,0.605045,0.0132917385584,0.414049,0.314589,0.709778,0.523722,7,0.091707,-5.038,1,0.028715,117.12,4,0.717067
quovixi,33,Gold Guns Girls,Metric,245.533,2009,0.55000,0.66,Fantasies,2009,"Toronto, Ontario, CA",43.6486,-79.3853,0.390022059057,0.699577,0.652507,0.0,0.286254,0.940933,0.497371,0.346242,9,0.100723,-12.21,0,0.030066,147.563,4,0.14769
quovixi,34,If I Could Change Your Mind,Haim,230.453,2013,0.71000,0.71,Days Are Gone,2013,"Los Angeles, California",35.187133,-117.885359,0.64358238003,0.591456,0.888086,0.121628914587,0.547921,0.023444,0.671368,0.847798,2,0.087495,-5.562,0,0.043961,125.046,4,0.767931
quovixi,35,Throw It All Away,Zero 7,325.16,2006,0.44000,0.44,The Garden,2006,"London, England",51.5072648,-0.1278328,0.338672165445,0.748384,0.629073,0.00552094077003,0.363251,0.171841,0.439582,0.631593,0,0.096251,-9.518,0,0.050597,138.147,4,0.37871
quovixi,36,11th Dimension,Julian Casablancas,245.533,2009,0.46000,0.61,Phrazes For The Young,2009,"New York, NY, US",40.7146,-74.0071,0.440498977254,0.619022,0.636061,0.0209314919442,0.541983,0.001573,0.573002,0.932076,6,0.065451,-2.899,0,0.047895,125.518,4,0.327777
quovixi,37,L. Wells,Franz Ferdinand,211.093,2006,0.34000,0.34,The Fallen,2006,"Glasgow, Scotland, GB",55.8578,-4.24251,0.440795370488,0.752549,0.826717,0.00257664652773,0.209549,0.000604,0.527068,0.771572,0,0.069436,-6.999,1,0.027197,108.092,4,0.815927
quovixi,38,Guilty Filthy Soul,AWOLNATION,213.485,2011,0.63000,0.66,Megalithic Symphony,2011,"Los Angeles, CA, US",34.0535,-118.245,0.690895553774,0.559497,0.90663,0.0285576331258,0.444007,0.268202,0.753317,0.601335,1,0.062881,-7.664,1,0.237818,171.905,4,0.481273
quovixi,39,Don't Try,Everything Everything,253.6,2013,0.52000,0.52,Arc (Deluxe),2013,"Manchester, England, GB",53.4796,-2.24881,0.455708065393,0.608588,0.646662,0.063270944688,0.419747,0.469927,0.506309,0.684013,2,0.194854,-7.788,0,0.067252,134.998,4,0.248883
quovixi,40,The Right Type,Chromeo,234.175,2010,0.31000,0.43,Business Casual,2010,"Montreal, Canada",45.5,-73.583333,0.451092270478,0.667171,0.709078,0.0115944650182,0.278492,0.021616,0.753229,0.751225,4,0.17549,-3.994,0,0.026417,123.9,4,0.529457
quovixi,41,Everything Is Everything,Phoenix,180.133,2004,0.73000,0.73,Alphabetical,2004,"Paris, Ile-de-France, FR",48.8569,2.3412,0.445489234715,0.748607,0.827908,0.00561480126772,0.466294,0.037084,0.699017,0.814935,6,0.103686,-7.667,1,0.034039,109.071,4,0.961388
quovixi,42,Africa,Toto,295.893,1979,0.76000,0.76,Toto IV,1982,"Los Angeles, CA",33.973951,-118.248405,0.381306552113,0.71016,0.651768,0.0742468216728,0.622707,0.312529,0.591155,0.632709,1,0.048246,-7.033,0,0.043669,92.65,4,0.705082
quovixi,43,The Name Of The Game,ABBA,292.453,1986,0.57000,0.57,ABBA Gold,2008,"Stockholm, Stockholm, SE",59.3322,18.0624,0.457082458215,0.755192,0.862599,0.00232801172071,0.43381,0.440128,0.652691,0.580433,9,0.059884,-8.27,1,0.033095,77.085,4,0.598023
dubaussi,0,The Boatman,Nitin Sawhney,128.133,2003,0.23000,0.23,Human,2003,"Rochester, UK",51.383333,0.516667,0.424397435284,0.580542,0.575514,0.0,0.158326,0.908436,0.345616,0.104971,2,0.33906,-22.051,1,0.039261,141.421,4,0.357289
dubaussi,1,Crucify,Tori Amos,299.24,1991,0.56000,0.56,Little Earthquakes,1991,"Newton, NC, US",35.6683,-81.2212,0.363603979319,0.721702,0.636685,0.0,0.360013,0.953463,0.293909,0.164077,8,0.150675,-17.892,0,0.037663,77.801,4,0.337045
dubaussi,2,Gypsy,Suzanne Vega,245.133,1982,0.33000,0.51,Solitude Standing,1987,"New York, NY, US",40.7146,-74.0071,0.422587027542,0.672763,0.671228,0.00259573740781,0.317477,0.628567,0.434099,0.219428,9,0.251312,-17.581,1,0.031198,149.259,4,0.463157
dubaussi,3,Dead Against Smoking,Admiral Fallow,346.053,2011,0.35000,0.36,Boots Met My Face,2011,"Glasgow, Scotland, GB",55.8578,-4.24251,0.486369144825,0.438215,0.53546,0.0105719162256,0.229724,0.464823,0.253742,0.447123,0,0.367261,-8.44,1,0.02905,79.414,4,0.133025
dubaussi,4,Dry The Rain,The Beta Band,366.826,1998,0.57000,0.57,The Three EP's,1998,"Edinburgh, Scotland",55.9483399,-3.1932723,0.405422193492,0.599544,0.566824,0.0,0.450623,0.003503,0.35205,0.789434,4,0.114922,-9.07,1,0.030882,79.697,4,0.827206
dubaussi,5,Sparky's Dream,Teenage Fanclub,195.8,1995,0.51000,0.51,Grand Prix,1995,"Bellshill, UK",55.8196725,-4.0226652,0.392141742844,0.61606,0.563425,0.0,0.341116,0.000471,0.523032,0.576076,9,0.355451,-18.666,1,0.056597,124.926,4,0.366394
dubaussi,6,Alas,Astrid,192.106,2010,0.04000,0.04,Play Dead,2010,"Isle of Lewis, Scotland, GB",58.2293,-6.38938,0.409963158478,0.500297,0.492627,0.0,0.0,0.779046,0.49355,0.198514,2,0.106522,-13.333,1,0.026791,105.943,4,0.319983
dubaussi,7,"Don't Think Twice, It's All Right - Demo",Bob Dylan,216.386,1963,0.44000,0.54,The Witmark Demos: 1962-1964 (The Bootleg Series Vol. 9),1963,"Duluth, MN, US",46.788,-92.0999,0.316771494379,0.856704,0.805477,0.00187949033407,0.484817,0.952426,0.620016,0.273646,5,0.103931,-13.481,1,0.033746,105.526,4,0.405166
dubaussi,8,Ol Man River - Drury Lane,Paul Robeson,232.573,2009,0.10000,0.1,Showboat - Original Film Soundtrack,2009,"Princeton, NJ, US",40.3603,-74.6643,0.387176556519,0.518488,0.477727,0.0,0.0,0.952177,0.386968,0.221969,10,0.077904,-10.333,1,0.03598,126.162,4,0.382849
dubaussi,9,Love On A Real Train,Tangerine Dream,236.573,1985,0.45000,0.45,Dream Sequence,1985,West Berlin Germany,52.5166667,13.4,0.374557072009,0.635917,0.556697,0.0113377371617,0.326004,0.41077,0.541292,0.56602,5,0.397788,-16.339,0,0.029049,108.977,4,0.310863
dubaussi,10,The Beat That My Heart Skipped,Dan Le Sac vs Scroobius Pip,315.88,2008,0.45000,0.45,Angles,2009,"Reading, England, GB",51.4524,-0.99603,0.470901966872,0.48762,0.555651,0.0,0.066594,0.260162,0.848849,0.728643,0,0.336532,-7.066,1,0.293891,115.077,4,0.709853
dubaussi,11,Set You Free,N-Trance,247.973,2001,0.50000,0.5,Floorfillers Classics,2006,"Oldham, England, GB",53.5403,-2.11232,0.450030393294,0.475485,0.521945,0.00537895816911,0.347764,0.069887,0.612186,0.851562,6,0.076191,-9.948,0,0.122322,143.66,4,0.069166
dubaussi,12,Cafe Del Mar - Three N One Radio Mix,Energy 52,228.92,2009,0.35000,0.35,Planet Dance,2010,Germany,51.0,9.0,0.446726197547,0.464574,0.510208,0.0,0.160146,0.043986,0.563972,0.958207,5,0.07431,-7.612,0,0.280621,133.012,4,0.170757
dubaussi,13,Man With The Red Face - Radio Edit,Mark Knight,235.039,2008,0.54000,0.54,Man With The Red Face,2008,"Maidstone, England",51.266667,0.516667,0.420226635864,0.623907,0.611823,0.00343854613261,0.279529,0.013684,0.657189,0.888633,0,0.109157,-6.806,0,0.035343,126.995,4,0.500688
dubaussi,14,Grokster,Etienne de Crécy,391.186,2004,0.24000,0.24,Superdiscount 2,2004,,,,0.0516659970564,0.17917,0.080305,0.0,0.0,0.178659,0.803184,0.683458,0,0.182479,-7.966,1,0.047787,130.408,4,0.177915
dubaussi,15,Dirty Beats,Roni Size / Reprazent,241.693,2000,0.35000,0.35,In The Mode,2000,,,,0.374430384896,0.226601,0.39116,0.0,0.170341,0.021095,0.530845,0.93782,7,0.325656,-4.646,1,0.339549,112.292,5,0.692276
dubaussi,16,Graff Time,Chali 2na,180.533,2009,0.31000,0.31,Fish Outta Water,2009,"Chicago, IL, US",41.8842,-87.6324,0.47537846333,0.508821,0.57833,0.0,0.223377,0.205724,0.931056,0.902962,8,0.079006,-5.308,0,0.300596,95.998,4,0.891734
dubaussi,17,Acid Raindrops,People Under The Stairs,264.152,2002,0.61000,0.61,Acid Raindrops,2002,"Los Angeles, CA, US",34.0535,-118.245,0.453883399646,0.476726,0.527339,0.00929423672138,0.454373,0.391801,0.85593,0.686537,2,0.204866,-7.233,1,0.271293,91.624,4,0.590307
dubaussi,18,The Revolution Will Not Be Televised,Gil Scott-Heron,187.36,2000,0.53000,0.53,The Revolution Begins: The Flying Dutchman Masters,2012,"Chicago, IL, US",41.8842,-87.6324,0.382990209729,0.655877,0.589717,0.0031250963527,0.431537,0.541296,0.559692,0.763333,11,0.122806,-9.812,0,0.228045,178.537,4,0.960061
dubaussi,19,Don't Give Up,Willie Nelson,418.226,1993,0.35000,0.35,Across The Borderline,1993,"Abbott, TX, US",31.8846,-97.0757,0.393613154872,0.77851,0.786639,0.0,0.181589,0.669876,0.552695,0.109906,0,0.137921,-19.023,0,0.033596,91.367,3,0.652061
dubaussi,20,At My Most Beautiful,R.E.M.,215.213,1998,0.48000,0.48,Up,1998,"Athens, GA, US",33.9581,-83.3733,0.373556820323,0.797393,0.785075,0.00242804973566,0.399036,0.766471,0.572344,0.364491,5,0.120812,-11.495,1,0.025002,97.788,4,0.219368
dubaussi,21,Loyal,Dave Dobbyn,273.67,1999,0.28000,0.32,Overnight Success,1999,New Zealand,-43.5868,170.371,0.421868050301,0.453939,0.474701,0.0,0.189919,0.379522,0.723618,0.579883,7,0.084781,-5.493,1,0.026306,113.141,4,0.684636
